Mindong	Mandarin Trans.	English Trans.	Speaker ID	ISO 639-6	Provider	Year	Month	Date	HH:MM:SS (UTC+8)	Source	Copyright	Tag	Note	Property	Path to Original File
做<G=có̤> 世乇<G=sié-nó̤h> 骨骨<G=gáuk-gáuk>.				fzho	关彳山					維基教科書编者. 福州語/詈罵用語[G/OL]. 中文維基教科書, 2019-11-12[2020-08-09]. https://zh.wikibooks.org/w/index.php?title=福州語/詈罵用語%26direction=next%26oldid=128829.	CC BY-SA 3.0	貶義		spoken	
做<G=có̤> 世乇<G=sié-nó̤h> 骨頭<G=gáuk-tàu>.				fzho	关彳山					維基教科書编者. 福州語/詈罵用語[G/OL]. 中文維基教科書, 2019-11-12[2020-08-09]. https://zh.wikibooks.org/w/index.php?title=福州語/詈罵用語%26direction=next%26oldid=128829.	CC BY-SA 3.0	貶義		spoken	
做<G=có̤> 汝<G=nṳ̄> 骨骨<G=gáuk-gáuk>.				fzho	关彳山					維基教科書编者. 福州語/詈罵用語[G/OL]. 中文維基教科書, 2019-11-12[2020-08-09]. https://zh.wikibooks.org/w/index.php?title=福州語/詈罵用語%26direction=next%26oldid=128829.	CC BY-SA 3.0	貶義	加「汝」字粗魯過不加	spoken	
做<G=có̤> 汝<G=nṳ̄> 死儂<G=sī-nè̤ng> 骨骨<G=gáuk-gáuk>.				fzho	关彳山					維基教科書编者. 福州語/詈罵用語[G/OL]. 中文維基教科書, 2019-11-12[2020-08-09]. https://zh.wikibooks.org/w/index.php?title=福州語/詈罵用語%26direction=next%26oldid=128829.	CC BY-SA 3.0	貶義	粗魯過「做汝骨骨」	spoken	
汝<G=nṳ̄> 奶<G=nā̤> 無<G=mò̤> 骨骨<G=gáuk-gáuk>.				fzho	关彳山					維基教科書编者. 福州語/詈罵用語[G/OL]. 中文維基教科書, 2019-11-12[2020-08-09]. https://zh.wikibooks.org/w/index.php?title=福州語/詈罵用語%26direction=next%26oldid=128829.	CC BY-SA 3.0	貶義		spoken	
欛欛(𣬠𣬶)<G=bá-bá> 話<G=uâ>.				fzho	关彳山					維基教科書编者. 福州語/詈罵用語[G/OL]. 中文維基教科書, 2019-11-12[2020-08-09]. https://zh.wikibooks.org/w/index.php?title=福州語/詈罵用語%26direction=next%26oldid=128829.	CC BY-SA 3.0	貶義		spoken	
脧友(𣬠𣬶)<G=lòi-iū>[leoy21-iu55] 話<G=uâ>[ua242].				fzho	关彳山					維基教科書编者. 福州語/詈罵用語[G/OL]. 中文維基教科書, 2019-11-12[2020-08-09]. https://zh.wikibooks.org/w/index.php?title=福州語/詈罵用語%26direction=next%26oldid=128829.	CC BY-SA 3.0	貶義		spoken	
汝(你) 奶(媽) 白屁[bah21-pei213].				fzho	葉劍飛	2020	5	27				貶義		spoken	
汝(你) 奶(媽) 霸霸(𣬠𣬶).				fzho	葉劍飛	2020	5	27				貶義		spoken	
汝(你) 奶(媽) 姕䫌(屄).	你 媽 個 屄.			fzho	葉劍飛	2020	5	27				貶義		spoken	
汝(你)[ny33] 無(沒有) 霸霸囝(小𣬠𣬠)[ba21-wa53-iang33].					朱振宇	2020	8	6				貶義		spoken	
汝(你)[ny33] 是[si21] 我[nguai21] 孫[soung55].					朱振宇	2020	8	6				貶義		spoken	
我[nguai33] 拍(打)[pah53] 死[si33] 汝(你)[ny33] 這[zi53] 隻(個)[ieh24] 椷囝(崽子)[ang33-iang33].					朱振宇	2020	8	6				貶義		spoken	
寝*寝*(剛剛好) 犁(貼) 三中 裡(進) 去.	壓 線 考 進 三中.			mnhu	子善	2020	8	19						spoken	
銇[leoy53](鑽) 裡[lie33](進) 去[oo0].	鑽 進 去.		2	mnhu	关彳山	2020	8	20						spoken	
敆(在) 厝(家) 養(帶) 伲囝哥(小孩).				ygti	hf万物@QQ	2020	8	23	18:09:03					spoken	
乞(被) 儂(人) 𠿁[iak24](拐) 去.			15		hf万物@QQ	2020	8	23	18:21:35					spoken	
底所(哪裏)[die53-neo33].				liji	关彳山	2020	7	17						spoken	
乞(被) 做(搞) 氣(生氣) 去(了).					残蕊芳华@QQ	2020	9	1						spoken	
款(相貌) 生(長得) 盡(很) 俊(好看).					晉安梅客@Weibo	2020	9	14						spoken	
頭首 野(很) 俊(好看).					像子影@Weibo	2020	9	14						spoken	
做(搞)<G=có̤>[zoo213] 世乇(什麼)<G=sié-nó̤h>[sie53-nooh24] 螺鳥(𣬠𣬶).					hf万物@QQ	2020	9	14				貶義		spoken	
做(搞)<G=có̤>[zoo213] 世乇(什麼)<G=sié-nó̤h>[sie53-nooh24] 貓囝(東西).					hf万物@QQ	2020	9	14				貶義		spoken	
安*無(有沒有) 元寶灰 賣 去(了)?	有 元寶灰 賣 嗎?				葉修齊	2019	5	18					叫賣	spoken	
茶箬(茶葉), 寶圓.					葉修齊	2019	5	18					叫賣	spoken	
元寶灰 吓(啊)! 有無(有沒有) 元寶灰 賣 無(沒有) 吓(啊)?					葉劍飛	2020	9	19					叫賣	spoken	
廢品 收購 吓(啊)! 圖書, 報紙, 呆銅, 呆鐵 吓(啊)! 可樂瓶 收購, 易拉罐 收購 吓(啊)!					葉劍飛	2020	9	19					叫賣	spoken	
咬𧏫藥(蟑螂藥), 紅蟻藥(螞蟻藥), 老鼠藥, 虼蚤藥(跳蚤藥), 風油精.					葉劍飛, 关彳山	2019	5	18					叫賣	spoken	
高壓鍋<Ŋ=cmn>, 煤氣竈<Ŋ=cmn>, 熱水器<Ŋ=cmn>, 洗衣機, 清理<Ŋ=cmn> 油煙機<Ŋ=cmn>.					葉劍飛	2020	11	9					叫賣	spoken	
炸彈[za53-lang242] 蜀[soh33](一) 粒[lak5] 蜀[soh33](一) 粒[lak5] 逿[doung53](掉) 下[ia242] 來[li53].					关彳山	2007	5	29						spoken	
汝[ny33](你) 是{偍,伓是}(是不是)[sing53-nei242] 福州[huk21-ziu55] 其[i53](的) 吓[a0](啊).					关彳山	2007	5	29						spoken	
春聯 𦾳(掉) 去(了).					hf万物@QQ	2020	9	24						spoken	
久長<G=giū-dòng> 病<G=bâng> 乇<G=nó̤h> 可<G=kō̤> 食<G=siăh> 藥<G=iŏh> 慢慢<G=mâing-mâing> 調治<G=dièu-dê>.					关彳山	2018	3	3						spoken	
汝[ny33] 安*是[ang53-nei242](是不是) 亂去了[loung213-ngo0-lau33], 總款[zung24-uang33](這種) 事計[dai21-ie213](事) 也會[ie242](也) 做的出[zo21-lik0-couk24](做得出來).					葉修齊	2020	10	5						spoken	
這 隻 儂 生(長得) 三花 喏(似的).			37		关彳山	2020	10	8						spoken	
我 野 厭 這樣款 其 囝.					关彳山	2020	10	20						spoken	
故 儥 捨 去睏. 趕緊 死 去 去睏.					hf万物@QQ	2020	12	14						spoken	
耳耳(耳朵)[ngi21-ngi53] 疼[tiang213].					关彳山	2021	1	20						spoken	
汝 好, 汝 名(叫) 世乇(什麼).			10	fzho,mqig	关彳山	2018	9	20		維基教科書编者. 福州語/會話/第1課[G/OL]. 中文維基教科書, 2018-09-20[2021-01-30]. https://zh.wikibooks.org/w/index.php?title=福州語/會話/第1課%26oldid=123269.	CC BY-SA 3.0			written	plaintext\sentences\汝好汝名世乇.tsv
我 其(的) 名字 號(叫) 𡅏(做).			10	fzho,mqig	关彳山	2018	9	20		維基教科書编者. 福州語/會話/第1課[G/OL]. 中文維基教科書, 2018-09-20[2021-01-30]. https://zh.wikibooks.org/w/index.php?title=福州語/會話/第1課%26oldid=123269.	CC BY-SA 3.0			written	plaintext\sentences\汝好汝名世乇.tsv
熱熱[iek33-iek5] 勢*(的)[die213].				fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
綠綠[nuoh33-nuoh5] 着(的)[luoh24].				fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
急急[gik55-geik24] {咧,勢*}(的)[die213].				fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
刮[goouk24] 囇(一下)[da242].	刮 一 刮.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
食(喫)[sieh5] 看[kang213].	喫 喫 看.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
鐵[tiek24] {諒,蜀樣}(一樣)[duong242].	鐵 一般.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
花花[hua55-hua55] 勢*(的)[lie213].	花花 的.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
黃黃[uong33-uong53] 勢*(的)[nie213].	黃黃 的.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
覷(瞧)[ceoy213] 囇(一下)[la242].	瞧 瞧.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
看[kang213] 囇(一下)[la242].	看 看.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
圍[ui53] 𡅏(着)[le33].	圍 着.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
拈(拿)[nieng55] 𡅏(着)[ne33].	拿 着.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
覷(瞧)[ceoy213] 看[ang213].	瞧 瞧 看.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
聽[tiang55] 看[ngang213].	聽 聽 看.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				spoken	
依嬤(阿媽)[m55-ma55].	媽媽.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14-15.			聲化韻母	spoken	
依媽(阿奶)[m53-ma33].	奶奶.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14-15.			聲化韻母	spoken	
依奶(阿媽)[n53-ne33].	媽媽.			fzho	关彳山	2010							聲化韻母	spoken	
依奶(阿媽)[ing53-ne33].	媽媽.			fzho	关彳山	2010							聲化韻母	spoken	
依嬤(阿媽)[ing55-ma55].	媽媽.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14-15.			聲化韻母	spoken	
依媽(阿奶)[ing53-ma33].	奶奶.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14-15.			聲化韻母	spoken	
伊(他)[n53] 奶(媽)[ne33].	他 媽.			fzho	关彳山	2010								spoken	
伊(他)[n53] 奶(媽)[ne33] 霸霸(𣬠𣬶)[ba21-wa213].	他 媽 個 𣬠𣬶.			fzho	关彳山	2010								spoken	
汝(你)[n24] 奶(媽)[ne33].	你 他 媽.			fzho	关彳山	2010								spoken	
𠚺(肏)<G=sá>[sa213] 伊(他)<G=ĭ>[n53] 奶(媽)<G=nā̤>[ne33].	肏 他 媽.			fzho	关彳山	2010								spoken	
伊(他)<G=ĭ>[n53] 奶(媽)<G=nā̤>[ne33] 我[nguai33] 𠚺(肏)<G=sá>[sa213] .	他 媽 我 肏.			fzho	关彳山	2010								spoken	
𠚺(肏)[sa213] 汝(你)[n24] 奶(媽)[ne33].	肏 你 媽.			fzho	关彳山	2010								spoken	
汝(你)[n24] 奶(媽)[ne33] 我[nguai33] 𠚺(肏)[sa213].	你 媽 我 肏.			fzho	关彳山	2010								spoken	
伊(他)[ing53] 奶(媽)[ne33].	他 媽.			fzho	关彳山	2010								spoken	
伊(他)[ing53] 奶(媽)[ne33] 霸霸(𣬠𣬶)[ba21-wa213].	他 媽 個 𣬠𣬶.			fzho	关彳山	2010								spoken	
汝(你)[yng24] 奶(媽)[ne33].	你 他 媽.			fzho	关彳山	2010								spoken	
𠚺(肏)<G=sá>[sa213] 伊(他)<G=ĭ>[ing53] 奶(媽)<G=nā̤>[ne33].	肏 他 媽.			fzho	关彳山	2010								spoken	
伊(他)<G=ĭ>[ing53] 奶(媽)<G=nā̤>[ne33] 我[nguai33] 𠚺(肏)<G=sá>[sa213] .	他 媽 我 肏.			fzho	关彳山	2010								spoken	
𠚺(肏)[sa213] 汝(你)[yng24] 奶(媽)[ne33].	肏 你 媽.			fzho	关彳山	2010								spoken	
汝(你)[yng24] 奶(媽)[ne33] 我[nguai33] 𠚺(肏)[sa213].	你 媽 我 肏.			fzho	关彳山	2010								spoken	
嗯[n0].	嗯.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14.			表示同意或聽見	spoken	
嗯[m0].	嗯.			fzho	陳澤平	1998	2			陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14.			表示同意或聽見	spoken	
故 是 希望 有 辦法 住 鄉下 𡅏.	還 是 希望 能 住 在 鄉下.				关彳山	2023	11	18						translated	
盡 価 年 前 離家 出走[cuk24-zeu33] 了.	很 多 年 前 離家 出走 了.				关彳山	2023	11	18						translated	
再 做 蜀 回 投票.	再 做 一 次 投票.				关彳山	2023	11	18						translated	
介 做 蜀 回 投票.	再 做 一 次 投票.				关彳山	2023	11	18						translated	
將 兩 隻 諸娘囝 齊 帶 去.	把 兩 個 女兒 一起 帶 走.				关彳山	2023	11	18						translated	
汝 去 西湖 了 未.	你 去 西湖 了 嗎.				关彳山	2023	11	18						translated	
氣 其 聲音 悗 來 悗 大.	氣 的 聲音 越 來 越 大.				关彳山	2023	11	18						translated	
手 𡅏 無 儥記 繼續 挖 番薯.	手 上 不 忘 繼續 挖 番薯.				关彳山	2023	11	18						translated	
手 𡅏 無 儥記 繼續 掘 番薯.	手 上 不 忘 繼續 挖 番薯.				关彳山	2023	11	18						translated	
時間 故 野 価 吓.	時間 還 有 很 多 啊.				关彳山	2023	11	18						translated	
我 拈 去 我 備用帽.	我 拿 了 我 的 備用帽子.				关彳山	2023	11	18						translated	
趕緊 掏 出 來[di53].	趕快 拿 出 來.				关彳山	2023	11	18						translated	
前斗 有 光.	前面 有 光.				关彳山	2023	11	18						translated	
我 掏 十 塊 就 會使.	我 拿 十 塊 就 好.				关彳山	2023	11	18						translated	
這 芘 地方 看 起 去 儥 呆 吓.	這 地點 看 起 來 不 錯 啊.				关彳山	2023	11	18						translated	
做蜀下 講 儥 出 話.	一時之間 說 不 出 話.				关彳山	2023	11	18						translated	
維持 生活 開銷 吓 儥 容易 吓.	維持 生活 開銷 啊 不 容易 啊.				关彳山	2023	11	18						translated	
兩邊手 拈 起 螢幕.	雙手 拿 起 螢幕.				关彳山	2023	11	18						translated	
佪 汝 嚽 是 塞 着 俤 蜀 關 了.	那 你 這 是 卡 在 哪 一 關 了.				关彳山	2023	11	18						translated	
討 死 吧, 者 儂.	找 死 吧, 這 人.				关彳山	2023	11	18						translated	
介 伓 行 就 儥 赴 去了 哇.	再 不 走 就 來不及 了.				关彳山	2023	11	18						translated	
者 厝 也 是 貸款 買 來 的.	這 房子 也 是 貸款 買 來 的.				关彳山	2023	11	18						translated	
透底 無 蜀 日 閑 下來.	從 沒 有 一 天 空閑 下來.				关彳山	2023	11	18						translated	
蜀 盒 八百八.	一 盒 八百八.				关彳山	2023	11	18						translated	
我 是 暝晡 去 其.	我 是 晚上 去 的.				关彳山	2023	11	18						translated	
謝謝 噢.	謝謝 哦.				关彳山	2023	11	18						translated	
外媽 行動 故 算 順利.	外婆 行動 還 算 順利.				关彳山	2023	11	18						translated	
正是 正是 正是, 無賺 無賺 無賺.	是 是 是, 對 對 對.				关彳山	2023	11	18						translated	
蜀 滴 都 無 該 有 的 禮貌.	一 點 都 沒有 該 有 的 禮貌.				关彳山	2023	11	18						translated	
會 有味 儥?	好玩兒 嗎?				关彳山	2023	11	18						translated	
汝 現刻 野 俊 囉.	妳 現在 好 漂亮.				关彳山	2023	11	18						translated	
馬上 去 邊兜 買 托 我 買 的 藥.	馬上 去 旁邊 買 托 我 買 的 藥.				关彳山	2023	11	18						translated	
佪 故 好 去, 遘 時候 我 一定 提前 告訴 汝.	那 太 棒 了, 到 時候 我 一定 提前 告訴 你.				关彳山	2023	11	18						translated	
伊大啼去來.	他痛哭起來.				关彳山	2023	11	18						translated	
伊正有發展的空間.	他才有發展的空間.				关彳山	2023	11	18						translated	
由帳篷裏勢傳來尖叫其聲音.	從帳篷內傳來尖叫聲.				关彳山	2023	11	18						translated	
完全儥尊重.	完全不尊重.				关彳山	2023	11	18						translated	
我復逛了蜀輪.	我又逛了一輪.				关彳山	2023	11	18						translated	
外斗雪逿野大.	外面大雪紛飛.				关彳山	2023	11	18						translated	
平常經常有儂請伊對手.	平時常有人請她幫忙.				关彳山	2023	11	18						translated	
等了仂久.	等了一會兒.				关彳山	2023	11	18						translated	
汝可以去海南客佻囇, 許所海很俊.	你可以去海南玩玩, 那裏的海挺漂亮的.				关彳山	2023	11	18						translated	
伊老媽當儥帶, 最後離婚.	妻子受不了, 而選擇離婚.				关彳山	2023	11	18						translated	
伊看見伊敆房間裏.	他看見她在房間裏.				关彳山	2023	11	18						translated	
已經無存在去了.	已不復存在了.				关彳山	2023	11	18						translated	
這邊安全了.	這邊安全了.				关彳山	2023	11	18						translated	
正好敆食飯前後碰着.	剛好在吃飯時遇到.				关彳山	2023	11	18						translated	
行轉來了吓, 我着關門了.	回家啦, 我要關門了.				关彳山	2023	11	18						translated	
儂家去了港口.	我們去了港口.				关彳山	2023	11	18						translated	
汝傒勢着轉去食飯.	妳為什麽要回家吃飯.				关彳山	2023	11	18						translated	
伊聚蜀堆.	他們聚在一起.				关彳山	2023	11	18						translated	
無事計慢慢想.	沒關係慢慢想.				关彳山	2023	11	18						translated	
明旦早頭八點遘十一點其, 汝十一點之前爬起去去做就會使了.	明天早上八點到十一點呢, 你十一點之前起床去做就行.				关彳山	2023	11	18						translated	
先遘公共車站, 趕緊上車.	先到公共車站, 就趕快上車.				关彳山	2023	11	18						translated	
儂家上車.	我們上車.				关彳山	2023	11	18						translated	
故需要時間来放松吓.	還需要時間来放松啊.				关彳山	2023	11	18						translated	
難道汝卜挃伊蜀隻儂煮囫圇厝儂其飯?	難道妳要他一個人煮全家人的飯?				关彳山	2023	11	18						translated	
買這本書.	買這本書.				关彳山	2023	11	18						translated	
之前欠的錢故未填完去吓.	之前欠的錢還沒還完.				关彳山	2023	11	18						translated	
故是好遘尾服務生故會幫我送來.	幸好後來服務生還幫我送來.				关彳山	2023	11	18						translated	
總款故會使吓.	這樣都可以啊.				关彳山	2023	11	18						translated	
實際拈遘以後.	實際拿到以後.				关彳山	2023	11	18						translated	
伊着自家決定去俤所.	他需要是自己決定要去哪裏.				关彳山	2023	11	18						translated	
開始想搬轉鄉下住.	開始想搬回鄉下住.				关彳山	2023	11	18						translated	
我見覺應該搭飛機去, 到許所以後討蜀芘酒店, 想自駕遊遘許所正租車.	我覺得應該坐飛機去, 到那之後找個酒店, 想自駕遊到那再租車.				关彳山	2023	11	18						translated	
蜀番敆殼以後伊回遘厝𡅏.	一番折騰後她回到家裏.				关彳山	2023	11	18						translated	
故 有 野 価 貸款 着 還[heing53] 啦.	還 有 很 多 貸款 要 還 吶.				关彳山	2023	11	18						translated	
取遘有效的工作證明.	取得有效之工作證明.				关彳山	2023	11	18						translated	
好的, 儂家齊去存錢.	好的, 我們一起存錢.				关彳山	2023	11	18						translated	
開蜀間工廠.	開了間工廠.				关彳山	2023	11	18						translated	
㑚是蜀塊容易碎的玻璃就是了哇.	只是一塊易碎的玻璃罷了.				关彳山	2023	11	18						translated	
儥[ma242] 恰[kak21] 確定[kouk55-deing242] 汝[ny33] 講[goung33] 的[nik0] 是[sei242] 俤隻[die53-ieh24].	不 太 確定 你 講 的 是 哪個.				关彳山	2023	11	18						translated	
今旦暝晡有宴會.	今天晚上有宴會.				关彳山	2023	11	18						translated	
儥遘因爲總款滑倒.	不會因此滑倒.				关彳山	2023	11	18						translated	
討了蜀家烤牛舌的店.	找了一家烤牛舌店.				关彳山	2023	11	18						translated	
身上受遘重重蜀擊.	身上受到重重一擊.				关彳山	2023	11	18						translated	
故是念念不忘汝的身影.	仍念念不忘你的身影.				关彳山	2023	11	18						translated	
今年暝所有的活動都結束去了.	今年所有的活動都結束啦.				关彳山	2023	11	18						translated	
討 蜀 芘 地方 食[sieh21] 咖啡[ka55-wi55].	找 地方 要 喝 咖啡.				关彳山	2023	11	18						translated	
繼續向懸頂行.	繼續往上走.				关彳山	2023	11	18						translated	
儥仈卜開拍了.	不知道要開拍了.				关彳山	2023	11	18						translated	
今旦 我 去 上班 嚇, 差[cia55] 仂滴[lik53-deik24] 乞[keoyk53] 儂[leoyng53] 碰[pooung213] 去[o0].	今天 上班, 我 差 點 被 人 撞 到.				关彳山	2023	11	18						translated	
汝確定?	你確定?				关彳山	2023	11	18						translated	
算 去, 有 仂滴 遠, 故是 屈[keoyk24] 厝 𡅏 點 外賣.	算 了 吧, 有 點 遠, 還是 在 家 點 外賣 吧.				关彳山	2023	11	18						translated	
我故以為無電.	我還以為沒電.				关彳山	2023	11	18						translated	
我故㑚漢沒電.	我還以為沒電.				关彳山	2023	11	18						translated	
親儥親, 故鄉儂.	親不親, 故鄉人.				关彳山	2023	11	18						translated	
這所有蜀兜樹.	這裏有棵樹.				关彳山	2023	11	18						translated	
上晝有閑無?	上午有空嗎?				关彳山	2023	11	18						translated	
正儥再會儥記.	才不再會忘記.				关彳山	2023	11	18						translated	
附近無適合的醫院.	附近沒有適合的醫院.				关彳山	2023	11	18						translated	
若夥錢, 會好使儥?	多少錢, 好用嗎?				关彳山	2023	11	18						translated	
纜車分兩段.	纜車分成兩段.				关彳山	2023	11	18						translated	
這蜀楞柴板都爛去了.	這塊木板都爛了.				关彳山	2023	11	18						translated	
不是群裏勢發的消息吓.	不是群裏發的消息.				关彳山	2023	11	18						translated	
放解緊張的情緒.	抒解緊張的情緒.				关彳山	2023	11	18						translated	
借兩萬錢乞伊應急.	借兩萬塊給她應急.				关彳山	2023	11	18						translated	
去洗溫泉.	去洗溫泉.				关彳山	2023	11	18						translated	
會使, 回頭有行汝聯繫我.	可以, 回頭去的時候你聯繫我.				关彳山	2023	11	18						translated	
汝拍算去俤座山?	你打算去哪個山?				关彳山	2023	11	18						translated	
從來無見過面.	從未見過面.				关彳山	2023	11	18						translated	
就買好仂滴乞伲囝哥食吧.	就買好一點的給孩子吃吧.				关彳山	2023	11	18						translated	
看 遘 有 嘻佪 汝 就是 行 裡 去.	看 到 有 那個 你 就 進 去.				关彳山	2023	11	18						translated	
就是看儥慣伊.	就是看不慣他.				关彳山	2023	11	18						translated	
公司生產其產品.	公司生產的產品.				关彳山	2023	11	18						translated	
就開始等放假了.	就開始等放假啦.				关彳山	2023	11	18						translated	
伊透底都會仈.	他一向都知道.				关彳山	2023	11	18						translated	
㑚有無聲其目滓.	只有無聲的淚.				关彳山	2023	11	18						translated	
我發現我儥記號碼牌.	我發現我忘了號碼牌.				关彳山	2023	11	18						translated	
儂家各儂今旦行去去泅吧?	那我們今天去遊泳吧?				关彳山	2023	11	18						translated	
去鄉下𡅏煮飯.	到了鄉下燒飯.				关彳山	2023	11	18						translated	
保證會乞利息.	保證會給利息.				关彳山	2023	11	18						translated	
但是祭竈這芘音噢, 就野像蜀芘咒語.					关彳山	2023	11	18						written	
無儂會使經過這所!	沒有人可以經過這裏!				关彳山	2023	11	18						translated	
人類比伊各儂想像中友善.	人類比他們想像中友善.				关彳山	2023	11	18						translated	
噢! 都是我喜歡吃的. 噢! 我有食.	哇! 都是我喜歡吃的. 哇! 我要吃.				关彳山	2023	11	18						translated	
頂適合汝的, 價格也實惠.	挺適合你的, 價格也實惠.				关彳山	2023	11	18						translated	
去做天下所有事際.	去做天下所有事.				关彳山	2023	11	18						translated	
我見覺講這種話的儂都是歞囝, 儂家辛辛苦苦努力學習, 再考上好大學, 復就是因為儂家相信知識改變命運. 小鎮做題家, 完完全全的否定了儂家的努力.	我覺得說這種話的人都是傻屄, 我們辛辛苦苦努力學習, 再考上好大學, 不就是因為我們相信知識改變命運. 小鎮做題家, 完完全全地否定了我們的努力.				关彳山	2023	11	18						translated	
我每蜀工算廿塊乞汝會使儥.	我一天算二十塊給妳好不好.				关彳山	2023	11	18						translated	
坐敆休息室裏勢休息.	坐在休息室裏面休息.				关彳山	2023	11	18						translated	
儂家各儂着遘四點鐘以後交貨.	我們要到四點以後交貨.				关彳山	2023	11	18						translated	
伊 屈[keoyk24] 許所 淡淡 的 笑 去.	她 淡淡 笑.				关彳山	2023	11	18						translated	
我無辦法行回頭路囉.	我不能走回頭路了.				关彳山	2023	11	18						translated	
遘了該上小學其年齡了.	到了該上小學的年紀時.				关彳山	2023	11	18						translated	
快來食鉤.	趕快來吃鉤.				关彳山	2023	11	18						translated	
汝各儂前斗搬來搬去.	你們之前搬來搬去.				关彳山	2023	11	18						translated	
嚽是伓是蜀隻笑話.	這是不是個笑話.				关彳山	2023	11	18						translated	
我甚至故帶了這隻卜乞汝看.	我甚至還帶了這個要給你看.				关彳山	2023	11	18						translated	
我是汝嬤.	我是妳的媽媽.				关彳山	2023	11	18						translated	
就是等消息蜀出.	就等消息一出.				关彳山	2023	11	18						translated	
留一些錢需要前後比較方便.	留些錢需要時比較方便.				关彳山	2023	11	18						translated	
汝會仈賺去吓.	你知道錯了啊.				关彳山	2023	11	18						translated	
四包暖暖包都使上了.	四包暖暖包都用上了.				关彳山	2023	11	18						translated	
伊幾乎無辦法呼吸.	她幾乎無法呼吸.				关彳山	2023	11	18						translated	
但是天氣野好無逿雪.	但是天氣很好沒有下雪.				关彳山	2023	11	18						translated	
過野𣆯, 伊正慢慢由傷痛恢復.	經過很久, 她才漸漸從傷痛恢復.				关彳山	2023	11	18						translated	
