Mindong	Mandarin Trans.	English Trans.	Speaker ID	ISO 639-6	Provider	Year	Month	Date	HH:MM:SS (UTC+8)	Source	Copyright	Tag	Note	Property	Path to Original File
總是生無蜀時會意去.	總是恍然大悟.				关彳山	2023	11	18						translated	
由小帶敆身𡅏手鐲.	從小帶在身上的手鐲.				关彳山	2023	11	18						translated	
乞 俤儂[deo55-eoyng53] 我 無 意見 吓.	給 誰 我 沒有 意見 啊.				关彳山	2023	11	19						translated	
乞 俤儂 我 都 無 意見 吓.	給 誰 我 都 沒有 意見 啊.				关彳山	2023	11	19						translated	
我對伊野禮貌.	我對他很禮貌.				关彳山	2023	11	19						translated	
終於見遘汝了.	終於見到你了.				关彳山	2023	11	19						translated	
見遘汝了.	終於見到你了.				关彳山	2023	11	19						translated	
伓想踏裏竈前.	不想踏入廚房.				关彳山	2023	11	19						translated	
廿四歲前後化療共插管.	二十四歲時化療插管.				关彳山	2023	11	19						translated	
買 生[ciang55] 其 巧克力<Ŋ=cmn>.	買 了 生巧克力.				关彳山	2023	11	19						translated	
伊是我郎罷.	他是我父親.				关彳山	2023	11	19						translated	
汝都這滿大了.	妳都這麼大了.				关彳山	2023	11	19						translated	
賣[ma242] 待[lai242] 由[iu53] 伊[i53] 郎罷[noung21-ma242] 許所[hing53-neo33] 繼承[gi55-ling53] 其[ngi0] 三[sang21] 分[ung53] 地[nei242].	賣 掉 從 父親 那里 繼承 的 三 分 地.				关彳山	2023	11	19						translated	
囫圇身都野痛.	全身都好痛.				关彳山	2023	11	19						translated	
儂家㑚有四隻儂.	我們只有四個人.				关彳山	2023	11	19						translated	
我自家處理好了.	我自己處理好了.				关彳山	2023	11	19						translated	
我自家處理好去.	我自己處理好了.				关彳山	2023	11	19						translated	
我自家處理完去.	我自己處理完了.				关彳山	2023	11	19						translated	
着去自家該去的地方.	要去自己該去的地方.				关彳山	2023	11	19						translated	
簡單仂囝講去.	簡單來說.				关彳山	2023	11	19						translated	
各儂着上山去飯店𡅏.	他們要上山回飯店.				关彳山	2023	11	19						translated	
無賺, 我現在已經對伊無任何的好感, 甚至開始討厭了.	沒錯, 我現在已經對他沒有任何好感了, 甚至開始厭惡了.				关彳山	2023	11	19						translated	
可以多趁仂滴.	可以多賺一些.				关彳山	2023	11	19						translated	
慢慢哩體力就恢復去了.	漸漸恢復體力.				关彳山	2023	11	19						translated	
從來[zyng55-nai53] 無有[mo21-ou242] 想 過 這 隻 問題.	從來 沒有 想 過 這 個 問題.				关彳山	2023	11	19						translated	
人生就是蜀隻儂的生活.	人生就是一個人的生活.				关彳山	2023	11	19						translated	
人生就是蜀隻儂其生活.	人生就是一個人的生活.				关彳山	2023	11	19						translated	
幾乎吓都無世乇儂可以跟𡅏伊去.	幾乎沒有人可以跟上.				关彳山	2023	11	19						translated	
烏的頭髮吓, 都變白頭髮去.	黑髮, 變成白髮.				关彳山	2023	11	19						translated	
我嬤帶我看醫生.	我媽帶我去看醫生.				关彳山	2023	11	19						translated	
看起來比去年暝少.	看起來比去年少.				关彳山	2023	11	19						translated	
看起去比去年暝少.	看起來比去年少.				关彳山	2023	11	19						translated	
汝好好照顧自家.	妳好好照顧自己.				关彳山	2023	11	19						translated	
汝好好看顧自家.	妳好好照顧自己.				关彳山	2023	11	19						translated	
去學校邊兜許蜀間店𡅏, 汝去食?	去學校旁那家, 你吃嗎?				关彳山	2023	11	19						translated	
去學校邊兜許蜀間店𡅏, 有食無?	去學校旁那家, 你吃嗎?				关彳山	2023	11	19						translated	
十幾年研究的成果吓.	十幾年來的研究成果啊.				关彳山	2023	11	19						translated	
十幾年研究其成果.	十幾年來的研究成果.				关彳山	2023	11	19						translated	
有更多的話想講.	有更多話想說.				关彳山	2023	11	19						translated	
有故価話卜講.	有更多話想說.				关彳山	2023	11	19						translated	
公車等伊發車.	公車等他發車.				关彳山	2023	11	19						translated	
公交等伊發車.	公交等他發車.				关彳山	2023	11	19						translated	
買了兩包蜂蜜卵糕.	買了兩包蜂蜜蛋糕.				关彳山	2023	11	19						translated	
我已經討汝各儂討野𣆯去了.	我已經找你們找了好久.				关彳山	2023	11	19						translated	
我討汝各儂討野𣆯去了.	我已經找你們找了好久.				关彳山	2023	11	19						translated	
各位開車的同學着小心吓.	各位開車的同學小心.				关彳山	2023	11	19						translated	
各位開車其同學着細膩吓.	各位開車的同學小心.				关彳山	2023	11	19						translated	
表弟的老媽.	表弟的老婆.				关彳山	2023	11	19						translated	
表弟其老媽.	表弟的老婆.				关彳山	2023	11	19						translated	
腹老咕嚕咕嚕叫.	肚子咕嚕咕嚕叫.				关彳山	2023	11	19						translated	
其他儂都敆𡅏忙.	其他人都在忙.				关彳山	2023	11	19						translated	
故着追加十幾分鐘.	還要追加十幾分鐘.				关彳山	2023	11	19						translated	
故着介加十幾分鐘.	還要追加十幾分鐘.				关彳山	2023	11	19						translated	
故着再加十幾分鐘.	還要追加十幾分鐘.				关彳山	2023	11	19						translated	
汝想去俤蜀芘比較好的地方嗎?	你想要到一個比較好的地方嗎?				关彳山	2023	11	19						translated	
汝想去俤蜀芘比較好其地方無?	你想要到一個比較好的地方嗎?				关彳山	2023	11	19						translated	
出站以後㑚有熱的水𡅏.	出站後只有熱水.				关彳山	2023	11	19						translated	
出站以後㑚有熱其水𡅏.	出站後只有熱水.				关彳山	2023	11	19						translated	
暝晡儥孤單.	夜晚不會孤單.				关彳山	2023	11	19						translated	
俤儂講的噢? 汝講的大概是講汝自家吓?	誰說的? 你說的那是你自己吧?				关彳山	2023	11	19						translated	
俤儂講其? 汝講其是汝自家吧?	誰說的? 你說的那是你自己吧?				关彳山	2023	11	19						translated	
工作可能會拍逿去.	可能會失去工作.				关彳山	2023	11	19						translated	
緊張其情緒.	緊張的情緒.				关彳山	2023	11	19						translated	
這芘是舊其平臺.	這個是舊平臺.				关彳山	2023	11	19						written	
總款吓.	這樣啊.				关彳山	2023	11	19						written	
{沒,無} 賺.	沒 錯.				关彳山	2023	11	19						written	
我由這所開起其.	我從這裏打開的.				关彳山	2023	11	19						written	
回* 新 其 平臺 敆 俤所.	那 新 的 平臺 在 哪.				关彳山	2023	11	19						written	
仱纏去, 我敆舊其平台做了野価.					关彳山	2023	11	19						written	
我去汝發其新其覷蜀覷.					关彳山	2023	11	19						written	
心𡅏故是過於心虛.	心底仍過於心虛.				关彳山	2023	11	19						translated	
汝等仂久介轉來就好了.	你等一下再回來就好了.				关彳山	2023	11	19						translated	
有海, 野俊其.	有海, 非常漂亮的.				关彳山	2023	11	19						translated	
十分的緊張.	十分緊張.				关彳山	2023	11	19						translated	
盡去野緊張.	十分緊張.				关彳山	2023	11	19						translated	
做出行動.	做出行動.				关彳山	2023	11	19						translated	
這蜀架車野貴吓, 故會載騎電動車.	這車真貴啊, 還不如騎電動車呢.				关彳山	2023	11	19						translated	
利潤也儥算懸.	利潤也不算高.				关彳山	2023	11	19						translated	
百貨公司看看.	百貨公司看看.				关彳山	2023	11	19						translated	
百貨公司看蜀看.	百貨公司看看.				关彳山	2023	11	19						translated	
百貨公司看囇.	百貨公司看看.				关彳山	2023	11	19						translated	
廣告也恰価去.	廣告也太多了吧.				关彳山	2023	11	19						translated	
也可以總款操作, 安排蜀下.	還能這樣操作, 安排一下.				关彳山	2023	11	19						translated	
故會使總款操作, 安排蜀下.	還能這樣操作, 安排一下.				关彳山	2023	11	19						translated	
旁邊儂講搞買賣野好趁.	旁邊的人在說買賣很好賺.				关彳山	2023	11	19						translated	
旁邊儂講做買賣野好趁.	旁邊的人在說買賣很好賺.				关彳山	2023	11	19						translated	
感覺可以住蜀日.	感覺可以住一天.				关彳山	2023	11	19						translated	
見覺可以住蜀日.	感覺可以住一天.				关彳山	2023	11	19						translated	
儂家決定行落山.	我們決定走下山.				关彳山	2023	11	19						translated	
儂家 㑚 環[uang53] 仂仂囝.	我們 逛 了 一點點.				关彳山	2023	11	19						translated	
汝俤所來其錢買嚽去?	你怎麼會有錢買這個?				关彳山	2023	11	19						translated	
儂家着趕去厄運!	我們要趕走厄運!				关彳山	2023	11	19						translated	
真的是有八七分像.	真的是有八七分像.				关彳山	2023	11	19						translated	
真其是有八七分像.	真的是有八七分像.				关彳山	2023	11	19						translated	
拈着裝錢其紙袋.	拿著裝錢的紙袋.				关彳山	2023	11	19						translated	
拈𡅏裝錢其紙袋.	拿著裝錢的紙袋.				关彳山	2023	11	19						translated	
我故㑚漢是世乇重要其事際.	我以為是什麽重要的事.				关彳山	2023	11	19						translated	
敆 駕校 乞 教練 罵, 共 汝 冇講 乞 汝 㞢笑[ci53-ciu213], 我 服[huk5] 了[dau0].	在 駕校 被 教練 罵, 和 你 聊天 被 你 嘲諷, 我 服 了.				关彳山	2023	11	19						translated	
回* 汝 就 選 適合 敏感肌, 適合 用 的, 假使 儥 仈 選, 汝 就 討 蜀 討 最近 比較 熱門 的 口紅, 買 蜀 支 送 伊 也 可以.	那 你 就 選 適合 敏感肌, 適合 用 的, 要 是 再 不會 選, 你 就 找 找 最近 比較 熱門 的 口紅, 買 一 支 送 她 也 可以.				关彳山	2023	11	19						translated	
回* 汝 就 揀 適合 敏感肌 使 其, 假使 儥 仈 揀, 汝 就 討 蜀 討 這幫 比較 行時 其 口紅, 買 蜀 支 送 伊 也 會使.	那 你 就 選 適合 敏感肌 用 的, 要 是 再 不 會 選, 你 就 找 找 最近 比較 熱門 的 口紅, 買 一 支 送 她 也 可以.				关彳山	2023	11	19						translated	
前蜀禮拜開始躃健身房.	上周開始跑健身房.				关彳山	2023	11	19						translated	
前蜀禮拜開始有去健身房.	上周開始跑健身房.				关彳山	2023	11	19						translated	
我開始無法相信自家.	我開始無法相信自己.				关彳山	2023	11	19						translated	
我開始無辦法相信自家.	我開始無法相信自己.				关彳山	2023	11	19						translated	
蔣講者目睭啼𡅏這滿腫.	怎麽眼睛哭的那麽腫.				关彳山	2023	11	19						translated	
決定向依嬤借仂囝錢攖身邊.	決定向媽媽拿些錢放在身邊.				关彳山	2023	11	19						translated	
伊也蜀樣深受感動.	他也一樣深受感動.				关彳山	2023	11	19						translated	
伊也同蜀樣野感動.	他也一樣深受感動.				关彳山	2023	11	19						translated	
伊也同樣野感動.	他也一樣深受感動.				关彳山	2023	11	19						translated	
作業 都 做 完 後[hau242]，伊 行 遘 客廳 𡅏.	當 功課 都 做 完 後, 她 走 到 客廳.				关彳山	2023	11	19						translated	
謝謝這蜀芘朋友.	謝謝這位朋友.				关彳山	2023	11	19						translated	
謝謝這蜀隻朋友.	謝謝這位朋友.				关彳山	2023	11	19						translated	
故有十幾隻着上車.	還有十幾個人要上車.				关彳山	2023	11	19						translated	
必須吓.	必須的啊.				关彳山	2023	11	19						translated	
伊也野大聲屈𡅏啼嘛吓.	她也放聲大哭.				关彳山	2023	11	19						translated	
汝各儂着看好伊吓.	你們要看好他.				关彳山	2023	11	19						translated	
騙父母考書其成績故無呆.	騙父母考試成績不錯.				关彳山	2023	11	19						translated	
會使, 汝先看蜀看.	好的, 你先看看.				关彳山	2023	11	19						translated	
廣大其世界上.	廣大的世界上.				关彳山	2023	11	19						translated	
廣大其世界懸頂.	廣大的世界上.				关彳山	2023	11	19						translated	
面 懸頂 野 価 皺紋[zau55-muong53] 吓.	臉 上 好 多 皺紋.				关彳山	2023	11	19						translated	
我野想買吓.	我挺想買的.				关彳山	2023	11	19						translated	
伊也控制我其命吓.	他也操縱了我的生命.				关彳山	2023	11	19						translated	
儂家養伊長大遘現在.	我們養他長大到現在.				关彳山	2023	11	19						translated	
這芘過道連起去.	這個走道連起來.				关彳山	2023	11	19						translated	
許滿早吓, 有仂囝爬儥起, 故想賴鋪𡅏.	那麽早啊，有點起不來，想睡懶覺呢.				关彳山	2023	11	19						translated	
復 送 兩 杯 咖啡[ka55-wi55].	又 送 兩 杯 咖啡.				关彳山	2023	11	19						translated	
鋪陳的野好.	鋪陳得很好.				关彳山	2023	11	19						translated	
有更好其學員共校友.	有更好的學員與校友.				关彳山	2023	11	19						translated	
有故好其學員共校友.	有更好的學員與校友.				关彳山	2023	11	19						translated	
角色情緒的處理的也無呆.	角色情緒處理的也很不錯.				关彳山	2023	11	19						translated	
角色其情緒處理的也無呆.	角色情緒處理的也很不錯.				关彳山	2023	11	19						translated	
伊各儂敆許所工作.	他們在那里工作.				关彳山	2023	11	19						translated	
𩩍𡅏都是嚴重的傷痕.	背上都是嚴重的傷痕.				关彳山	2023	11	19						translated	
暗摸摸其地方.	伸手不見五指的地方.				关彳山	2023	11	19						translated	
就是, 能回仂囝本就少損失仂囝.	就是, 能回點本就少虧點.				关彳山	2023	11	19						translated	
一般 的 儂 應該當 看 過 都 無[mo53] 盡 熟悉.	一般 人 應該 都 不 很 熟悉.				关彳山	2023	11	19						translated	
一般 其 儂 應該 看 過 去 都 無[mo53] 盡 熟悉.	一般 人 應該 都 不 很 熟悉.				关彳山	2023	11	19						translated	
簡單講就是時間儥足.	簡單講就是時間不足.				关彳山	2023	11	19						translated	
簡單來講就是時間儥足.	簡單講就是時間不足.				关彳山	2023	11	19						translated	
簡單來講就是時間無夠.	簡單講就是時間不足.				关彳山	2023	11	19						translated	
熱的茶歠起去野爽快.	熱茶喝起來超爽.				关彳山	2023	11	19						translated	
回* 肯定 差 野 大 吓.	那 肯定 差別 很 大 啊.				关彳山	2023	11	19						translated	
討尋職務代理人.	找尋職務代理人.				关彳山	2023	11	19						translated	
汝卜挃牛食肉.	你要牛吃肉.				关彳山	2023	11	19						translated	
都儥仈公車蔣蔣搭.	不知道公車怎麽搭.				关彳山	2023	11	19						translated	
已經囫圇下晝了.	已經一個下午了.				关彳山	2023	11	19						translated	
謝謝大家儂關心.	謝謝大家關心.				关彳山	2023	11	19						translated	
再忙, 也着陪汝齊去加班!	再忙, 也要陪你一起加班!				关彳山	2023	11	19						translated	
介蔣忙, 也着共汝做陣去加班!	再忙, 也要陪你一起加班!				关彳山	2023	11	19						translated	
無可能是伊各儂.	不可能是他們.				关彳山	2023	11	19						translated	
㑚長[na53-luong242] 燈[deing55] 拍[pah24] 懸[geing53] 去[o0] 野[ia21] 漂亮[piu53-luong242].	但是 燈 打 上 去 很 漂亮.				关彳山	2023	11	19						translated	
我女友行路上限是兩點鐘.	我女友走路上限是兩小時.				关彳山	2023	11	19						translated	
我卜共阿媽齊去.	我要和阿嬤一起去.				关彳山	2023	11	19						translated	
屈書店裏勢看書打發時間.	在書店看書打發時間.				关彳山	2023	11	19						translated	
也會使, 㑚是講汝着提前將機票酒店定好.	也可以, 但你要提前把機票酒店給訂好.				关彳山	2023	11	19						translated	
我 也 無 蔣 客佻 CF<Ŋ=en> 了.	我 也是 不 怎麼 玩 CF 了.				关彳山	2023	11	19						translated	
身份證學生證掏出看吓.	身份證或學生證出示一下.				关彳山	2023	11	19						translated	
本來[buong21-nai53] 想[suong33] 爬[ba53] 懸[eing53] 去[o0].	本來 想 爬 上 去.				关彳山	2023	11	19						translated	
聽起去簡直像敆安慰自家.	聽起來簡直像在安慰自己.				关彳山	2023	11	19						translated	
加班費漏去乞我.	加班費漏給我.				关彳山	2023	11	19						translated	
城市其生活真其野方便吓.	城市的生活非常方便.				关彳山	2023	11	19						translated	
轉來帶伲囝哥吧.	回來帶小孩吧.				关彳山	2023	11	19						translated	
靈魂會儥承受寂寞.	靈魂能否承受寂寞.				关彳山	2023	11	19						translated	
遘時候儂家各儂一定着拍野価野価的相片.	到時候我們一定要拍好多好多照片.				关彳山	2023	11	19						translated	
遘時候儂家一定着𢩅野価相片.	到時候我們一定要拍好多好多照片.				关彳山	2023	11	19						translated	
是伊其, 汝上號看蜀看.	是他的, 你上號看看.				关彳山	2023	11	19						translated	
噯, 我頭也野疼, 我也儥想去相親, 但是無辦法, 厝𡅏逼野緊.	唉, 我也很頭疼, 我也不想去相親, 但是沒有辦法, 家里逼得急.				关彳山	2023	11	19						translated	
這蜀芘價錢吓, 蔣蔣講吓?	這個價錢, 怎麽樣呀?				关彳山	2023	11	19						translated	
現刻有𡅏厝.	現在有了房子.				关彳山	2023	11	19						translated	
睏蜀下就好.	睡一下就好.				关彳山	2023	11	19						translated	
已經接近尾期.	已經接近末期.				关彳山	2023	11	19						translated	
漂流會使吓, 去俤所?	漂流行啊, 去哪里?				关彳山	2023	11	19						translated	
都是有道理其吓.	都是有道理的.				关彳山	2023	11	19						translated	
順帶蜀提.	順帶一提.				关彳山	2023	11	19						translated	
暝晡故會食吓.	晚上還能吃啊.				关彳山	2023	11	19						translated	
有兩條河.	有兩條河流.				关彳山	2023	11	19						translated	
看了兩本野有興趣的書.	看了兩本很有興趣的書.				关彳山	2023	11	19						translated	
店員建議我各儂最好着點這碗蟶湯.	店員建議我們點蟶湯.				关彳山	2023	11	19						translated	
該做世乇.	該做什麼.				关彳山	2023	11	19						translated	
答案都出現敆汝目睭底底𡅏.	答案浮現在妳眼底.				关彳山	2023	11	19						translated	
汝蜀來就卜趕我行.	你一來就要趕我走.				关彳山	2023	11	19						translated	
懸懸𤸬𤸬的.	高高瘦瘦的.				关彳山	2023	11	19						translated	
就講旅行臺中可以伓使朝拜.	就說旅行中可以不用朝拜.				关彳山	2023	11	19						translated	
我故未談戀愛𡅏, 蔣仈世乇食苦哩?	我沒有愛情, 何來吃苦呢?				关彳山	2023	11	19						translated	
我科目二已經考過了, 下蜀禮拜考科目三, 我着好好練車, 爭取蜀把過.	我科目二已經考過了, 下周考科目三, 我要好好練車, 爭取一把過.				关彳山	2023	11	19						translated	
伊各儂會來討儂家.	他們會來找我們.				关彳山	2023	11	19						translated	
坐纜車, 山𡅏雪更大.	坐了纜車, 山上雪更大.				关彳山	2023	11	19						translated	
會使會使, 今旦天比較凊, 汝行出門其前後𡅏衣裳多頌仂囝.	好的好的, 今天天氣比較冷, 出門的時候多穿點衣服.				关彳山	2023	11	19						translated	
落[loh55] 車[ia55] 後[au242] 我[nguai33] 看[kang213] 蜀[loh0] 看[kang213] 錶[biu33].	下 車 後 我 看 了 看 錶.				关彳山	2023	11	19						translated	
我 是 CF<Ŋ=en> 十年 老兵, 雖然講 現刻 無 客佻 了.	我 可是 CF 十年 老兵, 雖然 現在 不 玩 了 吧.				关彳山	2023	11	19						translated	
儥遘 吧, 儥遘 是 S<Ŋ=en> 彎 吧, 嚽 可 是 最 簡單 的.	不會 吧, 不會 是 S 彎 吧, 這 可 是 最 簡單 的.				关彳山	2023	11	19						translated	
儥遘 吧, 儥遘 是 S<Ŋ=en> 彎 吧, 嚽 第一 簡單 吓.	不會 吧, 不會 是 S 彎 吧, 這 可 是 最 簡單 的.				关彳山	2023	11	19						translated	
進行交流共互動的過程中.	進行交流與互動的過程中.				关彳山	2023	11	19						translated	
交流共互動其過程臺中.	進行交流與互動的過程中.				关彳山	2023	11	19						translated	
正是, 所以儂家都注意仂囝, 謹防乞儂騙.	對啊, 所以我們都要注意著點, 謹防被騙.				关彳山	2023	11	19						translated	
正是, 故此儂家都注意仂囝, 莫乞儂騙去.	對啊, 所以我們都要注意著點, 謹防被騙.				关彳山	2023	11	19						translated	
好吓, 傒勢含無蜀時想去古城去了?	好呀, 怎麽突然想去古城了?				关彳山	2023	11	19						translated	
透過策展儂其獨到眼光.	透過策展人的獨到眼光.				关彳山	2023	11	19						translated	
轉我的家鄉看蜀看.	回我的家鄉看看.				关彳山	2023	11	19						translated	
終於忍儥住了.	終於忍不住了.				关彳山	2023	11	19						translated	
到底是忍儥住了.	終於忍不住了.				关彳山	2023	11	19						translated	
展示兩條金項鍊.	展示兩條金項鍊.				关彳山	2023	11	19						translated	
連𡅏三工將伊邁𩩍𡅏.	連續三天背着她.				关彳山	2023	11	19						translated	
者 消息 對 囫圇 厝 儂 來 講 都 野 生驚[ciang55-ngiang55].	對 全家 人 都 是 晴天霹靂 的 消息.				关彳山	2023	11	19						translated	
失去汝的神情.	失去你的神情.				关彳山	2023	11	19						translated	
失去汝其神情.	失去你的神情.				关彳山	2023	11	19						translated	
坐着竈前的門邊.	坐在廚房的門邊.				关彳山	2023	11	19						translated	
坐着竈前其門邊.	坐在廚房的門邊.				关彳山	2023	11	19						translated	
會使[a24-sai33], 儂家[nang21-nga55] 蔣[zuong242] 過[guo213] 去[o0]?	好的, 咱們 怎麽 過 去?				关彳山	2023	11	19						translated	
黃燈其十字路口.	黃燈的十字路口.				关彳山	2023	11	19						translated	
會使, 無問題.	行, 沒問題.				关彳山	2023	11	19						translated	
去[koo213] 頭先[ta21-eing55] 的[nik0] 金庫[ging53-kou213] 許邊[hi21-meing55] 等[ding21] 車[cia55].	去 剛剛 的 金庫 那邊 等 車.				关彳山	2023	11	19						translated	
回* 就好.	那 就 好.				关彳山	2023	11	19						translated	
回* 就 會使.	那 就 好.				关彳山	2023	11	19						translated	
半晡行轉了.	傍晚回來了.				关彳山	2023	11	19						translated	
是儂家的蜀份子.	是我們的一份子.				关彳山	2023	11	19						translated	
二話[ni53-ua242] 都 伓 講 吓, 牽[keing55] 伊 手 𡅏 向 外斗 行.	二話 不 說, 拉 住 她 的 手 往 外 走.				关彳山	2023	11	19						translated	
這 幾 禮拜 真 的 忙 爆[boo213] 去[o0].	這 幾 週 真 的 是 忙 爆 了.				关彳山	2023	11	19						translated	
至少 車 𡅏 有 暖氣.	至少 車 上 有 暖氣.				关彳山	2023	11	19						translated	
行裏以後含無蜀時會看見.	進去後居然遇到.				关彳山	2023	11	19						translated	
儂客 點[deing33] 去[ngo0] 卌三[siek21-sang53] 楞[neing213] 大 其 披薩<Ŋ=cmn>.	客人 點 了 四十三 份 大 披薩.				关彳山	2023	11	19						translated	
會使, 自家 開 車 比較 方便.	可以, 自駕 方便.				关彳山	2023	11	19						translated	
伓驚路遠, 㑚驚志短.	不怕路遠, 就怕志短.				关彳山	2023	11	19						written	
我中意汝.	我喜歡你.				关彳山	2023	11	19						written	
我中意食飯.	我喜歡喫飯.				关彳山	2023	11	19						written	
我最中意客佻手機.	我最喜歡玩手機.				关彳山	2023	11	19						written	
無灠, 無汗, 就無成功其目滓.	沒有口水和汗水, 就沒有成功的淚水.				关彳山	2023	11	19						written	
今旦食粥.	今天喫粥.				关彳山	2023	11	19						written	
嚽是蜀粒西瓜.					关彳山	2022	12	12						written	
這芘正是葡萄.					关彳山	2022	12	12						written	
伊野中意食蘋果.					关彳山	2022	12	12						written	
我是蜀隻儂.					关彳山	2022	12	12						written	
儂家都是地球儂.					关彳山	2022	12	12						written	
汝各儂是俤所儂?					关彳山	2022	12	12						written	
伊各儂是伓是福州儂?					关彳山	2022	12	12						written	
回* 是 蜀 頭 豬.					关彳山	2022	12	12						written	
許 蜀 芘 會使 掏 儥?					关彳山	2022	12	12						written	
這塊 是 南街.					关彳山	2022	12	12						written	
這所 是 蒙古營.					关彳山	2022	12	12						written	
許塊 是 城門.					关彳山	2022	12	12						written	
許所 是 我 厝.					关彳山	2022	12	12						written	
今旦 逿 雨.	今天 下 雨.				关彳山	2023	11	19						written	
自家 讀 囉[lo0] 三 年 高中 白白 着[luoh24](地) 浪費.					关彳山	2023	11	20						translated	
露出仂囝不懷好意的笑.	露出一絲不懷好意的笑.				关彳山	2023	11	24						translated	
我趕忙衝上去買票.	我趕忙衝上去購票.				关彳山	2023	11	24						translated	
行遘這所來.	走到這裏來.				关彳山	2023	11	24						translated	
快仂囝吓, 伊有仂囝肝火熧去了哇.	快點啊, 他有點惱.				关彳山	2023	11	24						translated	
無盡好客佻吓.	不怎麽好玩了.				关彳山	2023	11	24						translated	
新年[sing55-nieng53] 來[li53] 了[lau0]. 我[nguai33] 祝[zeoyk24] 汝[ny33] 身體[sing53-te33] 健康[gyong55-koung55], 吉祥[gik21-suong53] 如意[y21-ei213].					鄭天鐳	2018	2	16						spoken	
新年[sing55-nieng53] 好[ho33].					陸瑩	2018	2	16						spoken	
祝[zeoyk24] 汝[ny33] 身體[sing53-te33] 健康[gyong55-koung55], 萬事[uang53-seoy242] 如意[y21-ei213].					陸瑩	2018	2	16						spoken	
卜[buoh21] 做年[zo55-nieng53] 了[lau0]. 祝[zeoyk24] 先生[sing55-nang55] 身體[sing53-te33] 健康[gyong55-koung55], 萬事[uang53-seoy242] 如意[y21-ei213].					王佳文	2018	2	16						spoken	
新年[sing55-nieng53] 卜[buoh55] 遘[gau213] 了[lau0]. 我[nguai33] 敆[gak5] 這所[zeo53-neo33] 祝[zeoyk24] 先生[sing55-nang55] 身體[sing53-te33] 健康[gyong55-koung55], 萬事[uang53-seoy242] 如意[y21-ei213].					子善	2018	2	16						spoken	
十分鐘[seik21-hung55-njyng55] 時間[si55-gang55] 盡[zing53](很) 快[ka213], 赴々[hou21-lou213](趕) 會[a242](得) 過[guo213](上).					关彳山	2023	11	26						spoken	
